"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","1","1","59","N/A","N/A","N/A","N/A","N/A","N/A","Oil and Gas Exploration","Oil and Gas Exploration","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[2]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","60","Ms CLAYDON","248181","N/A","N/A","N/A","N/A","As the member for Newcastle, I stand in solidarity with my community on opposing PEP-11. This issue has reared its ugly head again as a direct result of the former Prime Minister's utter disregard for proper governance. Our community's message has been loud, it's been clear and it's been consistent: PEP-11 is not welcome. It's not welcome in Sydney, it's not welcome on the Central Coast and it's certainly not welcome in Newcastle. This is a project without friends. PEP-11 has never made sense from an economic, environmental or energy perspective. It puts at risk thousands of local jobs in tourism, in hospitality and in recreational and commercial fishing. Coastal communities from Sydney to Newcastle have overwhelmingly voiced their opposition to PEP-11.  I share my community's frustration and anger that this issue was so grossly mishandled by the previous government, and I say unequivocally to my community: due process will be followed. We know very well that we are in this mess because of the former Liberal Prime Minister's secret self-appointment to five ministries, including energy and resources. There are some who think we can throw due process out the window, but we know that just lands us back in court. The Federal Court has today issued orders quashing the former Prime Minister's decision on PEP-11, saying his actions and words were legally indefensible. ","Oil and Gas Exploration","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[2]/speech/talk.text/body/p[1]","Ms CLAYDON (Newcastle—Deputy Speaker) ","(13:31):","N/A"
"0","0","0","0","1","1","61","N/A","N/A","N/A","N/A","N/A","N/A","Herbert Electorate: Crime","Herbert Electorate: Crime","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[3]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","62","Mr THOMPSON","281826","N/A","N/A","N/A","N/A","Alice Springs has featured a lot in public debate over the past few weeks, and for good reason. People are living in fear for their safety in their own homes, there is antisocial behaviour on the streets and cars are being stolen and driven dangerously. This is something that the people of Townsville have been enduring for nearly a decade, and it is a problem that the state Labor government continues not to address. The statistics don't lie. From 2020 to 2021, assaults increased by 56 per cent to 5,850, break-ins increased by 21 per cent to 5,024, the stealing of cars increased by 32 per cent to 1,557 and sexual assault increased by 12 per cent to 221, and these are only the ones that are reported.  The police do a fantastic job. They continue to catch young offenders in Townsville, only for them to be let out by the courts because of Queensland's weak youth justice laws. Just last month a young offender with a 19-page criminal history was given a sentence of just three months jail for breaking into a house and multiple car thefts, with a release date after serving just half of the sentence. Meanwhile, insurance claims with RACQ for car theft in Townsville have jumped 37 per cent in a year. I once again call on the Queensland Labor government to toughen up the youth justice laws with much stronger measures than the weak tweaks that they announced this year. ","Herbert Electorate: Crime","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[3]/speech/talk.text/body/p[1]","Mr THOMPSON (Herbert) ","(13:33):","N/A"
"0","0","0","0","1","1","63","N/A","N/A","N/A","N/A","N/A","N/A","Cambodia","Cambodia","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[4]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","64","Mr HILL","86256","N/A","N/A","N/A","N/A","I feel like the goldfish going around in the bowl. Here we are again with Cambodian dictator Hun Sen up to his old tricks as a national election looms. On Sunday night he closed down pretty much the only independent media outlet in the country—Voice of Democracy. Their crime? Hun Sen was upset about an article that referred to his son. I don't know whether VOD's article was accurate or not, but that's irrelevant. How can Cambodia even pretend to be a democracy when their Prime Minister shuts down a media outlet in just 24 hours? It's ridiculous and embarrassing for them. Real democracies don't shut down media outlets because a politician is upset. There are complaint mechanisms or courts.  But this isn't about inaccurate media reporting; it's about Hun Sen shutting down criticism or opposition before July's elections. Things are set to get worse as he positions his special little boy Hun Manet to take over as Prime Minister. Cambodians are suffering under the same tactics Hun Sen used in 2018. He is threatening to ban the opposition Candlelight Party, just as he jailed opposition leader Kem Sokha and banned the then opposition CNRP. Vice President Thach Setha is already in prison. Australian citizen Son Chhay is harassed in the courts. Chhim Sithar remains in prison. It seems, sadly, the elections in July will be neither free nor fair. Australia must be careful not to lend credibility to sham elections. ","Cambodia","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[4]/speech/talk.text/body/p[1]","Mr HILL (Bruce) ","(13:34):","N/A"
"0","0","0","0","1","1","65","N/A","N/A","N/A","N/A","N/A","N/A","Afghanistan","Afghanistan","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[5]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","66","Ms SHARKIE","265980","N/A","N/A","N/A","N/A","Today is Valentine's Day, so I hosted a 'show your heart' event in recognition of the confronting plight faced by Afghan women and children. I felt humbled today to work alongside Rita Anwari, Founder of the Australian Afghan Chamber of Commerce; Susan Hutchinson, Director of Azadi-e Zan; Fatima, a young refugee; and Nilofar Ibrahimi, a former Afghan member of parliament. This event provided valuable insight. Members of parliament heard about the stories of Afghan women, the increasing restrictions that are being imposed by the Taliban and the risks that they are facing.  The stories shared today provide important lessons on why our government must improve its response to Afghan people in need. In fact, our whole parliament must do this. Delays in the processing of humanitarian visas are leaving thousands of applicants in life-threatening situations. We need to think beyond one visa class. These are highly skilled women. They should be coming here under the skilled migrant stream. I thank the women and the MPs who came along today. I also acknowledge Rose Beltchev from my office, who coordinated the whole event from Mayo. She came here today. I thank all who attended. We must change this. ","Afghanistan","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[5]/speech/talk.text/body/p[1]","Ms SHARKIE (Mayo) ","(13:36):","N/A"
"0","0","0","0","1","1","67","N/A","N/A","N/A","N/A","N/A","N/A","Workplace Relations","Workplace Relations","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[6]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","68","Ms CHESTERS","249710","N/A","N/A","N/A","N/A","Mantle Group Hospitality employs up to 700 workers across 15 pubs, clubs, cafes and restaurants. Mantle Group though, as many of us learnt over the summer, has been avoiding paying its casual workers weekend and public holiday rates because of a zombie Work Choices agreement originally signed in 1999. This deal was terminated by the Fair Work Commission in late 2022, but during the dispute this employer moved all of its staff onto another workplace deal. Ten days after winning full penalty rates for the first time in 22 years, the workforce were handed termination notices and rehired under a new entity and a new enterprise agreement stuck in 2019, with who knows how many employees, meaning they do not get paid penalty rates on Australia Day.  Just how many employers are there out there like Mantle Group, small or large? Just how many Work Choices zombie agreements are still in existence and being used today? Hundreds and hundreds. That is why this government has acted. This government is abolishing Work Choices zombie agreements and putting dodgy employers on notice. People who work on a weekend or a public holiday deserve penalty rates. They shouldn't have to fight so hard to get a basic entitlement. Twenty-two years of not getting them is wrong. That is why we have acted, so no other worker has to go through this. ","Workplace Relations","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[6]/speech/talk.text/body/p[1]","Ms CHESTERS (Bendigo) ","(13:37):","N/A"
"0","0","0","0","1","1","69","N/A","N/A","N/A","N/A","N/A","N/A","Budget","Budget","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[7]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","70","Mr BANDT","M3C","N/A","N/A","N/A","N/A","We are in a cost-of-living crisis, but instead of spending a quarter of a trillion dollars on giving people real and immediate cost-of-living relief, like getting dental into Medicare or making child care free, Labor is spending a quarter of a trillion dollars on stage 3 tax cuts for politicians and billionaires. Make no mistake: the stage 3 tax cuts are the centrepiece of this upcoming budget. They are the black hole that sucks everything else in with its gravitational pull.  I mentioned dental care. The average household is spending about a thousand dollars a year on dental treatment, and many people just can't afford to go, so they put off going at all. Instead of giving people cost-of-living relief by making it cheap or free to go to the dentist, Labor is giving $9,000-a-year tax cuts to politicians and billionaires. The Treasurer is asking everyone else to find cuts to make way for any new spending measures. Well, the biggest cut is in the Treasurer's own portfolio, of a quarter of a trillion dollars that is being spent to drive a flat tax nightmare in this country. If Labor doesn't deliver real cost-of-living relief to people in this budget by getting dental into Medicare, by making child care free, by building affordable housing, it is because they are spending a quarter of a trillion dollars giving the likes of Clive Palmer and Gina Rinehart and every politician a tax cut instead of spending that money to deliver real cost-of-living relief. ","Budget","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[7]/speech/talk.text/body/p[1]","Mr BANDT (Melbourne—Leader of the Australian Greens) ","(13:39):","N/A"
"0","0","0","0","1","1","71","N/A","N/A","N/A","N/A","N/A","N/A","Corangamite Electorate: Veterans","Corangamite Electorate: Veterans","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[8]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","72","Ms COKER","263547","N/A","N/A","N/A","N/A","Federal Labor promised that, if elected to government, we would provide a new wellbeing hub for veterans and defence personnel in the Surf Coast and Geelong region. As with all of our election promises, the Albanese government is now delivering. Later this month the Minister for Veterans' Affairs and Minister for Defence Personnel, Matt Keogh, and I are holding an engagement session for local veterans to share their ideas on what they want their local hub to look like.  My electorate of Corangamite has one of the highest number of veterans in Victoria, with around 2,000 veterans and family members, and around 3,500 veterans and family members in the Greater Geelong region. I envisage this local centre will be a family-friendly place providing peer-to-peer support for veterans and their families, bringing together critical services under the one roof. Ours is one of the 10 new veterans hubs the Albanese government is rolling out across Australia. These hubs will act as one-stop shops for local veterans and could include health and mental health services, fitness, advocacy, employment and housing advice, social connection and wellbeing support. There has been an increased need for such support in our region as a result of the pandemic and long delays for services under the previous government. I'd encourage veterans to register with my office to attend the session and engage with the minister. We want to do our best to support our veterans. Hearing what they want is crucial to providing that support. ","Corangamite Electorate: Veterans","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[8]/speech/talk.text/body/p[1]","Ms COKER (Corangamite) ","(13:41):","N/A"
"0","0","0","0","1","1","73","N/A","N/A","N/A","N/A","N/A","N/A","Park Ridge Water Tower Mural","Park Ridge Water Tower Mural","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[9]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","74","Mr VAN MANEN","188315","N/A","N/A","N/A","N/A","Over the weekend the Park Ridge community marked the 50th anniversary of the Park Ridge water tower, with the unveiling of a new Anzac mural, which now adorns the iconic structure along the Mount Lindesay Highway. The piece was entitled Reflection under the Southern Stars and depicts an Anzac soldier and nurse, who are both reflecting on their service to the country under our national flag.  The location of the water tower has its own special place in our Anzac history, with Park Ridge being home to a couple of airfields during the Second World War. The airstrips ran along what is now Chambers Flat Road, cutting through to Park Ridge Road. Whilst developments are now occurring in that area, you can still see the airfields there, being quickly developed during the time in response to the Japanese bombing of Pearl Harbour and the entry into the Pacific theatre. A stunning piece, the mural was created by artists Laing Rahner and Paul Turnbull and took 10 weeks to complete. It was a delight to see children joining in to help cut the ribbon for the mural's opening. The unveiling was a terrific event, which included performances from young local artists Nate and Jasmine from Assorted Grains, who entertained the crowd with a range of Australian songs. I was honoured to speak on the day and was joined by local councillor Jacob Heremaia and also Aunty Betty, one of our local Indigenous elders. Congratulations to everyone involved. ","Park Ridge Water Tower Mural","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[9]/speech/talk.text/body/p[1]","Mr VAN MANEN (Forde—Chief Opposition Whip) ","(13:42):","N/A"
"0","0","0","0","1","1","75","N/A","N/A","N/A","N/A","N/A","N/A","Croke, Ms Leesa Maree, PSM","Croke, Ms Leesa Maree, PSM, O'Neill, Ms Catherine Ann, PSM","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[10]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","76","N/A","N/A","N/A","N/A","N/A","N/A","O'Neill, Ms Catherine Ann, PSM","Croke, Ms Leesa Maree, PSM, O'Neill, Ms Catherine Ann, PSM","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[10]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","1","1","0","77","Mr DAVID SMITH","276714","N/A","N/A","N/A","N/A","I'd like to take this opportunity to acknowledge two Public Service Medal recipients from Bean, Cathie O'Neill and Leesa Croke. Cathie O'Neill provided outstanding public and private hospital coordination, resulting in a structured territory-wide clinical response to COVID-19. She demonstrated incredible leadership through coordinating the clinical services for patients requiring testing, vaccination and hospitalisation, along with significant support from non-government providers in the aged-care, disability-care and health services sectors. This included responding to COVID-19 outbreaks in a range of high-risk settings within the ACT, including public housing, disability service providers, aged-care facilities, private hospitals and the ACT's correctional facility.  Leesa Croke has made a significant contribution to public policy over the course of her career in the Commonwealth Public Service and the ACT Public Service. She led the ACT government's engagement with the Commonwealth and other jurisdictions, to ensure the ACT government continued to provide citizens with the highest levels of service. Her leadership ensured the ACT government was apprised of all issues related to COVID-19, not just the health response. Her collaborative and collegiate approach allowed emerging issues to be dealt with swiftly, before significant community impacts were felt. Congratulations, Cathie and Leesa, on these awards. Thank you for your service to the community. ","Croke, Ms Leesa Maree, PSM, O'Neill, Ms Catherine Ann, PSM","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[10]/speech/talk.text/body/p[1]","Mr DAVID SMITH (Bean—Government Whip) ","(13:44):","N/A"
"0","0","0","0","1","1","78","N/A","N/A","N/A","N/A","N/A","N/A","COVID-19: Vaccination","COVID-19: Vaccination","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[11]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","79","Mr BROADBENT","MT4","N/A","N/A","N/A","N/A","Last month, I sought an urgent meeting with the health minister and the TGA. There has been no response to my request, so I'll ask my questions here.  Last year a Queensland GP obtained documents from the TGA under the FOI Act, No. FOI 3727. These documents contained nine assessments conducted by the TGA following reports of someone dying from the COVID-19 vaccine. The deceased people listed on these reports were aged seven, nine, 14, 19, 21, 21, 24, 46 and 44. So I ask the health minister now: why has the TGA not acted with an abundance of caution to alert the public that they were investigating these deaths—including the cardiac arrest of a seven-year-old and of a nine-year-old? Why do these reports not appear on the TGA's disclosure log? Does it have anything to do with the TGA's own response to the GP that they 'contain sensitive personal information about deceased persons' and that 'the disclosure of the documents could undermine public confidence and reduce the willingness of the public to report adverse events to the TGA'? Why has the TGA not responded to doctors who raised these issues with you six months ago, including drawing your attention to those case reports? This information is extremely alarming and demands an immediate response from the TGA. ","COVID-19: Vaccination","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[11]/speech/talk.text/body/p[1]","Mr BROADBENT (Monash) ","(13:45):","N/A"
"0","0","0","0","1","1","80","N/A","N/A","N/A","N/A","N/A","N/A","Aged Care","Aged Care","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[12]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","81","M","300130","N/A","N/A","N/A","N/A","When one retires, one hopes, in one's golden years, to live in comfort, and to be able to live peacefully, happily and safely. In my electorate of Tangney, we are so lucky to have numerous state-of-the-art, high-quality aged-care facilities.  Australian families need to have access to as much information as possible when choosing an aged-care provider. I commend my friend Minister Wells for her great work in delivering the government's plan to fix aged care. One part of this plan is providing Australians with transparency about the quality of aged-care homes by giving each facility a rating of between one and five stars. There are only two aged-care homes with five-star ratings in the whole of WA, and one of them is in Tangney. That five-star facility is the Regents Garden Four Seasons in Booragoon, which has delivered above and beyond on its regulatory and healthcare requirements. I wanted to congratulate all the workers at Regents Garden Four Seasons in Booragoon on this wonderful achievement. You have done your residents and Tangney proud. Thank you. ","Aged Care","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[12]/speech/talk.text/body/p[1]","M r LIM (Tangney) ","(13:47):","N/A"
"0","0","0","0","1","1","82","N/A","N/A","N/A","N/A","N/A","N/A","Anzac Day Schools' Awards","Anzac Day Schools' Awards, Anwari, Dr Rita","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[13]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","83","N/A","N/A","N/A","N/A","N/A","N/A","Anwari, Dr Rita","Anzac Day Schools' Awards, Anwari, Dr Rita","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[13]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","1","1","0","84","Mr VIOLI","300147","N/A","N/A","N/A","N/A","In December, I had the honour of attending Upwey South Primary School to present a special award. Grade 6 student Lucy is the Victorian state winner of one of the Anzac Day Schools' Awards, which are national awards that recognise the work of school students and teachers who engage with veterans and honour our wartime history.  Lucy wrote a piece about the role of peacekeepers, focusing on how peacekeeping has changed over the years to become inclusive of females. To inform her submission, Lucy interviewed Major Lyndsay Freeman, who is part of the Australian Defence Force peace operations. They spoke when Major Freeman was deployed overseas as a peacekeeper with the United Nations. I would like to share a key message of Lucy's winning submission: I would like all girls, now and into the future, to grow up knowing they can be whatever they want. There shouldn't be a difference between genders, anyone can do anything. To top off the day, Lucy was also announced as one of the school captains at the end of the award ceremony. Well done, Lucy. Keep up the great work. On a similar theme, I would like to acknowledge in the gallery my friend Rita Anwari, who is part of the Women Empowerment and Leadership group. She is doing amazing work to support women in Afghanistan. It was great to hear her today, and I'll keep supporting her in the work she does to support women in Afghanistan. It's great to have you here, Rita. ","Anzac Day Schools' Awards, Anwari, Dr Rita","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[13]/speech/talk.text/body/p[1]","Mr VIOLI (Casey) ","(13:48):","N/A"
"0","0","0","0","1","1","85","N/A","N/A","N/A","N/A","N/A","N/A","Thomson, Ms Yvette","Thomson, Ms Yvette","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[14]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","86","Ms ROB","157125","N/A","N/A","N/A","N/A","Today I rise to acknowledge the tireless commitment of a local champion of sport in my electorate of Pearce, Yvette Thomson. Yvette has been a driving force of the Wanneroo Districts Netball Association since 1995 and has been on the board since 1999. Her passion to grow the sport and develop its players is legendary in Pearce.  The WDNA is now a modern complex with 57 floodlit outdoor playing courts and is one of the largest netball associations in Australia, with 6,000 members and, I believe, the largest facility in the Southern Hemisphere. But it wasn't always that way. Yvette recalls the state of the sporting complex when she started in 1995 as 'bitumen courts that tore your skin off, a terrible limestone car park, goalposts in two sizes that had to be manually changed from juniors to seniors'. One of the highlights for Yvette was meeting the then Prime Minister, Kevin Rudd, who provided a $10 million grant for redevelopment works. After decades of service, including roles as president—for two terms of five years—vice-president and director of umpiring and development, Yvette leaves the WDNA board in very capable and committed hands. The association will celebrate its 50th anniversary next year, and I know how much Yvette is looking forward to celebrating that momentous occasion. Fortunately, Yvette Thomson will not be lost to our beloved sport. This tremendous champion of netball is continuing as president of the West Coast Warriors. ","Thomson, Ms Yvette","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[14]/speech/talk.text/body/p[1]","Ms ROB ERTS (Pearce) ","(13:50):","N/A"
"0","0","0","0","1","1","87","N/A","N/A","N/A","N/A","N/A","N/A","Small Business","Small Business","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[15]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","88","Mr WALLACE","265967","N/A","N/A","N/A","N/A","As utility bills land on the desks of owners of our small and family businesses, I know that families who own a business in Fisher are really feeling the pinch. Indeed, all families across the country are feeling the pinch of Labor's economic policies. Our small businesses are worried. They're worried about whether they can fulfil their orders. They're worried about how they will retain their staff or stay open for as many days, thanks to the skyrocketing of power costs, transport costs and material costs. Small and family businesses are concerned about the impact of Labor's union reforms on their teams of casual and part-time workers. Small and family businesses are trying to make the most of their existing food stock or inventory, with unstable supply chains meaning that they can't always rely on availability in the weeks to come.  It's a challenging time to be in small business, and perhaps more so in regional Australian communities like those in my electorate of Fisher. I'll continue to prosecute the case to this Labor government when it comes to their extreme industrial relations reforms, their red tape, their taxes and, on energy, their so-called affordability, reliability and security. Small and family business owners know that the coalition is on their side. Aspirational Australians know that the opposition has their back and will continue to be their voice in this place. ","Small Business","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[15]/speech/talk.text/body/p[1]","Mr WALLACE (Fisher) ","(13:51):","N/A"
"0","0","0","0","1","1","89","N/A","N/A","N/A","N/A","N/A","N/A","Reid Electorate: Australia Post","Reid Electorate: Australia Post","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[16]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","90","Ms SITOU","298121","N/A","N/A","N/A","N/A","Ecommerce has exploded in the last couple of years, with four out of five Australian households shopping online. This is true in the suburb of Wentworth Point in my electorate, one of the fastest-growing suburbs in Sydney, with a current population of about 12,000 and a projected population of 20,000 within the next decade. Unfortunately, the postal service there has not kept up with the demands of the community.  Residents are faced with enormous queues and long trips to neighbouring post offices that are not easily accessible by public transport, as well as increasing incidence of parcel theft. Hundreds of residents have contacted me about the challenges they face with their postal service. Here's an example of their feedback: 'On Wednesday, I had to travel to three different locations to collect my parcels; a time consuming and frustrating process.' Last year I wrote to Australia Post advising them of these challenges and the need for a post office in the suburb. Their response? They believe Wentworth Point is being adequately serviced by post offices in other suburbs. I'm not satisfied with this response and will be pushing Australia Post to do better by their customers so that they get the service they deserve. ","Reid Electorate: Australia Post","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[16]/speech/talk.text/body/p[1]","Ms SITOU (Reid) ","(13:53):","N/A"
"0","0","0","0","1","1","91","N/A","N/A","N/A","N/A","N/A","N/A","Youth Suicide","Youth Suicide","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[17]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","92","Ms WARE","300123","N/A","N/A","N/A","N/A","Suicide continues to be the biggest killer of Australians aged between 14 and 25 years. This week is End Youth Suicide Week. In 2021, 402 young Australian lives were lost to suicide. Each one of those deaths was preventable. These young people have been described as the missing middle, but they are not missing; they are in fact forgotten.  I speak today about the excellent organisation Youth Insearch, established in 1985, which is a peer-led youth trauma recovery group working to change our statistics around youth suicide in Australia. All Australians deserve the very best chance for a healthy, happy and rewarding life, yet, despite $11 billion invested by government, business and private funders each year, youth suicide rates are far too high and many young Australians are not receiving the support they need. Since its inception Youth Insearch has supported 32,000 at-risk youth. Its model of lived experience and peer workforce is the key ingredient in both prevention of and early intervention for youth suicide. Research tells us that a young person is much more likely to disclose their distress and suicide intent to a peer, as opposed to an adult health professional. I commend the work of Youth Insearch in saving and rebuilding lives. I mention in particular Ben Shepherd, who passed away tragically in 2003. ","Youth Suicide","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[17]/speech/talk.text/body/p[1]","Ms WARE (Hughes) ","(13:54):","N/A"
"0","0","0","0","1","1","93","N/A","N/A","N/A","N/A","N/A","N/A","Orientation Week","Orientation Week","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[18]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","94","Mr PERRETT","HVP","N/A","N/A","N/A","N/A","Orientation Week is just around the corner for many young, and a few not-so-young, Queenslanders. O-week is such an exciting time for people just about to start their university and career journeys. O-week introduces people to university life, helps them find their way around campus and sort out classes, and can even help them sort out accommodation, but possibly one of the best things about O-week is the opportunity it opens up to meet new people and have new experiences.  Way back in the Middle Ages—1983—I left the bush and took my first steps towards higher learning. In that first week I met two people who are still my best friends today, 40 years on. Hello, John and Erin! So I say to all the eager or nervous new university students: pay attention to the people you first meet, because you could be making lifelong friends. Whether you are straight out of high school, maybe from a small country town, heading to the big smoke for the first time, or whether you are a mature-age student going back to uni or perhaps changing careers and going to uni for the first time, make sure to say hello and start up conversations with some of the new people you meet. And look after each other. Don't be afraid to ask for help or to band together to find your way to the next event or even back to your car—or to the bus stop. It's better to be in a group of lost travellers than on your own. Cherish this time of your life, as you will go away with some memories and experiences that will live with you forever. Lastly, I'll give a shout-out to another Perrett who will be commencing university life this month. My eldest son, some 40 years after his father, will commence his uni studies. I wish him and everyone all the best. Enjoy the learning experience—and clean your room! ","Orientation Week","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[18]/speech/talk.text/body/p[1]","Mr PERRETT (Moreton) ","(13:56):","N/A"
"0","0","0","0","1","1","95","N/A","N/A","N/A","N/A","N/A","N/A","Employment","Employment","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[19]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","96","Mr BURNELL","300129","N/A","N/A","N/A","N/A","I want to take everyone on a bit of a history lesson. In 2013, the then Treasurer sat in this place and threatened General Motors Holden with closing up shop in my electorate of Spence. In 2014, the former prime minister Tony Abbott said that there would be a new horizon for the people of Spence, that jobs would be coming. In 2017 Holden shut, but those jobs never came to fruition. I'm proud to stand here as part of an Albanese Labor government that is committing to a national reconstruction fund, and I urge those opposite—  ","Employment","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[19]/speech/talk.text/body/p[1]","Mr BURNELL (Spence) ","(13:58):","N/A"
"0","0","0","1","1","0","97","Opposition members","N/A","N/A","N/A","N/A","N/A","interjecting—  ","Employment","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[19]/speech/talk.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","1","1","0","98","Mr BURNELL","300129","N/A","N/A","N/A","N/A","I urge those opposite—I'll take your interjections—to get on board when it comes to supporting Australian jobs and Australian manufacturing.  ","Employment","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[19]/speech/talk.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","1","1","0","99","The SPEAKER","53517","N/A","N/A","N/A","N/A","In accordance with standing order 43, the time for members' statements has concluded.  ","Employment","STATEMENTS BY MEMBERS","/hansard/chamber.xscript/debate[5]/subdebate.1[19]/speech/talk.text/body/p[4]","N/A","N/A","N/A"
"0","0","0","0","1","1","100","N/A","N/A","N/A","N/A","N/A","N/A","QUESTIONS WITHOUT NOTICE","N/A","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[6]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","101","N/A","N/A","N/A","N/A","N/A","N/A","Economy","Economy","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[6]/subdebate.1[1]/subdebate.text/body/p","N/A","N/A","N/A"
"1","0","0","0","1","0","102","Dutton, Peter Craig MP","00AKI","Dickson","LNP","N/A","775","My question is to the Prime Minister. Respected independent economist Chris Richardson has said the RBA 'is sending up a distress signal' to the government, warning it can't do the job of reducing inflation on its own. Under Labor, inflation is at a 33-year high. Interest rates have gone up eight times in eight meetings of the Reserve Bank. Every decision Labor has made has increased inflation and pushed interest rates higher than they need to be. Prime Minister, is this why interest rates are always higher under Labor?  ","Economy","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[6]/subdebate.1[1]/question/talk.text/body/p[1]","Mr DUTTON (Dickson—Leader of the Opposition) ","(13:59):","N/A"
