"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","1","0","0","0","1","0","156","0","Mr BEAZLEY","PE4","(Swan-","ALP","Leader of the House)","629","—This lecture on constitutional convention has come from one of the 1975 Liberals, one of those who set about, systematically, to destroy the way in which parliament has operated as the supreme body in decision making in this country. To give him his due, the honourable member for Bennelong (Mr Howard) is one of the few 1975 Liberals who has publicly, since that time, regretted his actions.  I am glad that the honourable member for Kennedy (Mr Katter), who wishes to be out of the coalition, has just congratulated the honourable member for Bennelong on his comments. No doubt the honourable member for Kennedy has joined the ranks—he probably leads the ranks in the National Party—of those who look for change in exchange for maintenance of the coalition. These are things that we note with interest as days pass by and as the Leader of the Opposition (Dr Hewson) finds the ground shifting from under him. The fact of the matter is that the honourable member for Bennelong had much to be ashamed about in 1975. We on this side of the House do not accept lectures on the principles of the constitution. It will be some considerable period of time, I feel, before any of us will feel inclined to accept lectures on matters of principle from those opposite. However, we note with interest the utter obsession that has developed on the other side of the House with the personality and person of the Australian Prime Minister (Mr Keating). The Prime Minister has already been before the electorate five times to have his conduct and attitude judged by the constituency to which the honourable member appeals. Five times he has appeared—the first four of those as a very prominent member and substantial contributor to the election campaigns of the government under Mr Hawke and on the latest occasion as Prime Minister. There have been repeated opportunities for the general public to make judgments about whether or not they feel they can live with his attitudes on things such as the monarchy or the Australian flag. None of these views were concealed from the Australian public during the last election campaign and the Australian public has the commonsense to know that it does not matter what the Prime Minister, the honourable member for Bennelong, I or anyone else thinks about the structure of the Australian constitution because before there is any change to the Australian constitution the public has to be consulted. That is all there is to it. It is as simple as that. The opposition, however, does not actually debate the principle of whether or not a constitutional monarchy is the sort of government that best suits us now, whether or not a non-Australian head of state representing, as a head of state frequently does, Australian interests overseas is the best way to go about things or whether or not we ought to codify the reserve powers—all of these sorts of issues flung up by the question of whether or not we should move to a republic. The explanation opposition members give to the Australian public as to why we should not change a constitution that has been in place for 100 years and which is supposed to last for thousands more is that they might impose an imperial presidency from Mr Keating. The interesting feature of that is that that is their obsession. I grew up in politics when Labor had a long period in opposition. We had an obsession, too. Our obsession was Bob Menzies. We found ourselves extraordinarily hard-pressed to stand up and sensibly develop and portray our policy because, I am afraid to say, in those days we were obsessed with the personality of Bob Menzies. So rather than debate the issues of the day we used to chant `Pig-iron Bob, pig-iron Bob'. We deserved to be where when we allowed ourselves to descend to such a moronic state of affairs. Those opposite have descended to that moronic state of affairs and that is why they are having the judgment passed on them which has been passed by the electorate on the last five occasions. The opposition makes great play of the fact that, from time to time, the Prime Minister uses colourful language. Colourful language used in this place tends to have attention drawn to it by the Speaker and from time to time the Prime Minister, as have opposition members, has been obliged to make withdrawals of statements he has made or expressions he has used. The thing I am interested about in all of this, again, is the psychology of those in the opposition and the utter obsession that they have developed with the personality of the Prime Minister and the fear in which they regard him. I cite one example. The Prime Minister did on one occasion use the term `scumbag' in this place—a term he must have seen when he viewed a Martin Scorsese film that used that epithet to describe a particular conflict between various elements of the criminal classes. He used that expression once in parliament in 1984. Yet, for the last nine years these absurd people opposite have been devoted to the portrayal in public that `this fellow goes around calling us scumbags'. It is an interesting reflection on the psychological condition of the opposition, not on the personality of the Prime Minister. Therefore, it has some level of historic interest from that point of view, but no interest whatsoever in terms of the governing of this nation. So here we have another source of difficulty as far as the opposition is concerned. The opposition in this regard, because of its obsession with the personality of the Prime Minister in a republican debate, has drawn appropriate rebukes from decent conservative commentators like Gerard Henderson. I recollect an article a while ago. I think it was written by Gerard Henderson. He referred to either the Leader of the Opposition or the honourable member for Bennelong and said, `So for you the debate has descended to this—you can't vote for a republic of Australia because the current Prime Minister might become president'. That demonstrates the pathetic decline in the mental capacities of those opposite in handling this problem. They are manifesting that sort of psychological condition, the deeply embattled experience. When I was Minister for Defence, from time to time I had described to me that soldiers often found themselves in an embattled condition. They become extremely narrowly focused as the threat to them develops. It is what makes them effective, at least in the context of a fighting war; that is, the very narrow conception of who is the enemy, to the exclusion of all other materials from the psychological environment around them. Unfortunately, they are not the sorts of circumstances which lead to commonsense in debate in normal political democratic arrangements. Those opposite manifest that psychological condition, as they are deeply wounded by the Prime Minister. Those opposite say, `Take a look at the polls'. The polls say that we are behind the Liberals. We have been behind the Liberals in every blinking poll before every election of the last five. So what? Those opposite have also raised the issue of question time. They come in here and say, `We are not going to be able to subject you to the scrutiny that we would be able to if you did not have rotational question time. But if you had given us supplementary questions and the opportunity to ask about 16 questions, then we would have been a bit more cheerful about it'. There has been one question per week from the Leader of the Opposition since this parliament sat. Eighteen per cent of all questions directed by the opposition since this parliament met have gone to the Prime Minister. If those opposite cannot fit their leader's question and the 18 per cent of their total questions into the increased number they will have available to them, that is too bad. What an extraordinary commentary on those opposite that their leader cannot get his one question up to the Prime Minister in the space of two blocks of 28 questions. If he cannot ask one question in the two blocks of 28 questions, it is too bad. It is a judgment on them, not a judgment on the Prime Minister. The honourable member for Bennelong said that we were not following the British tradition or we had cited the British tradition. By his mathematics, we were not conforming to the things that we said we were conforming to. It is true that the British parliament sits twice as long as this one. The British parliament also sits in a different whipping system from the one we have. The British parliament rarely has assembled the entirety of the body of members of parliament in the British House of Commons.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[2]/talk.start[1]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","157","0","Mr Downer","4G4","N/A","N/A","N/A","N/A","—I wouldn't talk about the whipping in the British Parliament.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[2]/interject/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","158","0","Mr BEAZLEY","PE4","(Swan-","ALP","Leader of the House)","629","—We will drop the whipping in the British parliament. We will find another expression to deal with that problem. The British parliament sits longer because it deals with issues that state parliaments deal with here as well as the issues that federal parliaments deal with. That is the first point.  The second point is that, when ministers come for scrutiny to the British parliament, they do not come on rotation twice a week. British ministers come for scrutiny in the British parliament about once every three or four weeks. They do not come in blocks of 10, they come in blocks of one with junior ministers attached to them and turn up once every three weeks. Do those opposite think that is a better scrutiny than what is on offer here with a rotation of 10 days? Then we come to the question of the Prime Minister. The British Prime Minister comes in twice a week for 15 minutes. What is on offer here is the Australian Prime Minister twice a week for 45 minutes at least. That reverses some of the imbalance that is caused by the fact that the British parliament sits longer. The honourable member then raised the point of supplementary questions. Do those opposite know why the British parliament has supplementaries? It is because it does not have questions without notice; it has questions on notice. In advance of the Prime Minister's or any other minister's section, the members put down a question on notice. When they ask that question, which is usually a bland, general question, they get up and ask a supplementary, which is the real question. So they have one question and that is that. That proposition of the opposition is a load of nonsense. The opposition has performed miserably in question time. It is true that governments dominate question times—there is no question about that. Oppositions will occasionally have good days. I have a long enough memory to remember the Fraser government on the way out. We had a few wins but not on the majority of days. So governments dominate. Evidentally it is no secret on this side of the House, given the press I have read since then, that there is some disturbance. There are a few members on this side of the House who rather like the idea of throwing the Prime Minister a baseball bat before he walks into this place so he can beat the opposition all over the chamber on a daily basis. This point has been noticed by others. In today's Australian Financial Review , Tim Dodd says, `Keating prepared to risk question time dominance'. All this screaming is coming from those opposite who never ask the Prime Minister any questions in this place. They make demands of us and say, `Oh, you've got to be here to sit and listen to us ask everybody else questions, but we're not going to ask you any'. Everybody in the gallery and everybody out there knows that the Prime Minister doing what he is doing is probably acting to his political disadvantage—it may well be to his political advantage. As the honourable member for Bennelong pointed out, from time to time he has very successfully demonised foolish opposition policy. If the Prime Minister comes in this place and socks those opposite around the room or beats them around with a baseball bat, they do not do too well out of it. Members of the public may not like it much, but they sure as heck have those opposite defined for them. When they have an opportunity of having those opposite defined for them, they know exactly what they ought to do about them. Members of the public have done about those opposite that thing that they ought to do about them repeatedly over the last five elections. Those opposite have absolutely no compunction at all about ducking the Prime Minister whenever the opportunity arises. When they are presented with a serious bit of parliamentary reform on a trial basis, no doubt there will be a few people around the place on a trial basis who, when not being beaten around the chamber with a baseball bat, will come in and suggest that we ought change it back to the question time that we have experienced to this point. I will conclude on one of the final pieces of obsession in the effort to paint the Prime Minister engaging in an imperial presidency. The Leader of the Opposition says that all this emanates from the oval office. A vast array of reforms are being put in here. Virtually, all of them that are in the Blewett report are being implemented. As far as I am concerned, I have heard the term `oval office' applied to the last three Prime Ministers. I have not been around to hear that term applied to any of their predecessors, but I suspect it was used then too. It is a very common term used around the place and it proves absolutely nothing about what the Leader of the Opposition had to say. This is an unfortunate opposition. It is an opposition which regularly has been badly beaten. It is an opposition which now has presented to its backbenchers, and ours, an opportunity to do some decent scrutiny of government. Those opposite ought to seize it with both hands. (Time expired)","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[2]/talk.start[2]/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","159","0","Mr SINCLAIR","5E4","(New England)","NP","N/A","632","—If the Leader of the House (Mr Beazley) were counsel for my defence, I would withdraw the beef.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[3]/talk.start[1]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","160","0","Mr Beazley","PE4","N/A","N/A","N/A","N/A","—The beef or the brief?","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[3]/interject[1]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","161","0","Mr SINCLAIR","5E4","(New England)","NP","N/A","632","—The brief will do. He spent 80 per cent of the time defending the Prime Minister (Mr Keating), 20 per cent of the time defending the British parliamentary system, and about half a minute on changes to the present standing orders of the parliament. We have to understand what this is all about. First of all, it is the timing of the introduction of these changes and, secondly it is their content. If we put those into perspective, we will understand just where we are. I am delighted to see the audience. This is an example of the respect the government gives this institution.  When looking at how this is done, we have to understand that, from the very beginning, the Labor government has tried to denigrate the parliament. To my mind, that is part of the problem in the changes now being introduced. Let us go back to the timing. At present there is one minister on the run. The Minister for the Environment, Sport and Territories (Mrs Kelly) has demonstrably not answered a succession of questions to her about the administration of $30 million worth of public money. On a number of occasions if she has not misled the House, she could have fooled me. She certainly has gone to a point where everybody out there, including the major media around Australia, says she should have resigned. Had she followed the example of the former Minister for Industry, Technology and Regional Development, the honourable member for Maribyrnong (Mr Griffiths), or the example of Senator Richardson, she would now no longer be a member of the Keating ministry. The difficulty is in the timing. The government is presenting changes when it is already hiding from the accountability that a democratic system brings. Let us look at the content. People should not be fooled by any suggestion of reform. The people up there in the gallery, the people who come to this place to try to see what their Australian institution of democracy is all about, want to see honourable members talking about the factors that affect them, such as the standard of living that has fallen in the 10 years of Labor government and the issue of jobs. They do not want to worry about the jobs for the boys like the Comptroller-General of Customs, who somehow or other has been dismissed but, unlike all those others who have been given suspension notices, apparently is to be appointed to a position which may well give him a higher return than did the position from which he has been sacked. The changes that this government seeks to make are not going to enhance either the accountability or the responsibility of the ministry. We have a system where ministers are part of the parliament. Nobody in the Australian parliamentary system can remain a minister unless he or she is elected either to the Senate or to this House. Sure, the Prime Minister calls the Senate unrepresentative swill, but do not forget that the product of these changes is to enhance the power of the other place. All the Prime Minister is doing is giving that place a greater opportunity to sit in committee, a greater opportunity to consider legislation and an opportunity to debate the nuances of legislation, as I am sure my friend the honourable member for Banks (Mr Melham) will endorse. The Prime Minister has ensured that the unrepresentative swill will more and more assume the responsibility that people expect of this place. The people up there in the gallery want consideration of issues which are important to people. They do not want abusive language. They do not want a concentration on personalities. They want people who will be able to debate the issues. What do they want of their ministry? They want two things. They want ministers who are responsible and who will deal sensitively and sensibly with questions put to them. I put it to you, Mr Deputy Speaker, that since 13 March honourable members on this side have not put one question to the government which has not been dealt with other than by way of a political exercise. Look at the Hansard record of any of the responses given by the Prime Minister or his ministers. They try to pick up not on what they are doing but on the policies that we have on this side, or they abuse individuals. Today—this is a classic example—the Prime Minister was asked a proper question about a sensitive environmental issue. What did he do? He gave the honourable member for Barker (Mr McLachlan) a half-hour lecture on information which is already disclosed in the registrar of pecuniary interests. The public want ministerial responsibility and also ministerial accountability. We are not like the Americans who have a system whereby the members of the administration are called before various committees, at which they give detailed answers. The only opportunity we, as representatives of the people of Australia, have is within this place. Ministers do not come along to parliamentary committees. We have heard the government's views on that. Ministers do not appear in any forum other than this where there is any opportunity to pursue in depth, in detail or in reason the sorts of responsibilities that we have seen the minister for the environment avoid.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[3]/talk.start[2]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","162","0","Mr Beazley","PE4","N/A","N/A","N/A","N/A","—Senator Ray used to complain about that in your case.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[3]/interject[2]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","163","0","Mr SINCLAIR","5E4","(New England)","NP","N/A","632","—I would be delighted to talk to the honourable member for Swan about Senator Ray. The point that the honourable member needs to understand is that, within this place, it is very important that ministerial accountability and ministerial responsibility are enhanced, not lessened. When we look at the detail of these amendments, we find that there is to be a roster of ministers. Look at that in terms of accountability. We have a minister under some form of scrutiny—the minister for the environment, sports rorts and whatever. As my colleague the honourable member for Bennelong (Mr Howard) pointed out, when it was suggested by the committee that there should be some capacity to amend the roster in order that a minister or the Prime Minister under persistent scrutiny on a sensitive policy issue might be called to the House, the response was, `Oh, no, that cannot be done'. So we are getting changes designed to meet the imperial manifestations that we see in the person who leads the government and a desire to avoid public accountability and public responsibility.  It is sad for Australian democracy. I read with some delight the introduction of the prime ministerial statement yesterday. It contained some very high sounding words, such as `the institution of democracy'. We like phrases such as that, but what do they mean to the Labor Party? Not a whit. Since Mr Wran was Premier of New South Wales, it has been politics and personalities that count, not policy. The tragedy is that, under the present Prime Minister, it has been developed into an art form. These changes to our standing orders are going to reduce the availability of ministers of this chamber, lessen their accountability to the public and ensure that where one minister or another has abused the processes of their position they will not be able to be examined in the way that they should. Honourable members might say, `But does that happen?'. I have already given two instances. Where personal profit conflicts with public responsibility, under a democratic system, this is the only venue where the public's interest can be pursued. Sadly, these changes to our standing orders will reduce the availability of scrutiny of the ministry. It is sad to think of the way in which the Leader of the House and the government are approaching this whole question. We heard the Prime Minister and the Leader of the House talk about the number of questions that have been put to the Prime Minister. We can tell all sorts of things with statistics. Let us look at them. We were told that only 18 per cent of questions were asked of the Prime Minister. If honourable members look at the report of the Standing Committee on Procedure, they will see that it made a big thing of this. Supposedly, questions were put only to the Treasurer and the Prime Minister. Why is that the case? It is because 90 per cent of questions put to government ministers are dorothy dixers. Every question asked by government members is not a question wanting some sort of an explanation of policy. It is a question asked to basically avoid giving a ministerial statement which is the way by which we can get some sort of a reasonable answer. Take today's statement by the Minister for Development Cooperation and Pacific Island Affairs (Mr Bilney). He was saying that he would like to hear our view on this. I am sure that the shadow minister for foreign affairs, the honourable member for Kooyong (Mr Peacock), would be delighted to give him our view about the government's program on foreign aid. There is a real problem in getting an opportunity to debate sensitive issues of that nature. If ministers want to present a statement and get our view, we would be delighted to give it to them. They have avoided ministerial statements. They have used more guillotines than we have even contemplated. They have gone to a system whereby, for the first time, in 1993 matters of public importance and the suspension of standing orders were removed. The government is pandering to that imperial tendency of the man who, for the time being, is its leader. These changes do not benefit democracy. They lessen the accountability of the ministry and they are regressive to the institutions of democracy in this place and deserve to be thrown out in their totality.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[3]/talk.start[3]/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","164","0","Mr LEO McLEAY","4I4","(Watson)","ALP","N/A","634","—This has been an interesting debate so far. We heard the right honourable member for New England (Mr Sinclair) try to rewrite history and we heard the honourable member for Bennelong (Mr Howard) try to get some of the dirty water off his chest about the Prime Minister (Mr Keating). I remember the honourable member for Bennelong, as other honourable members would, in the early 1980s when his career was on the ascendancy. He used to get around the chamber fairly happily. He used to get around the old building fairly happily. He used to put on nice parties now and again and invite members of the opposition as well as members of the government.  With the 1987 election came a massive change in the personality of the honourable member for Bennelong. The 1987 campaign in New South Wales, in which the honourable member for Blaxland, the Prime Minister, was the most prominent player, had a lot to do with his problems. Unfortunately, we have since seen the career of the honourable member for Bennelong languish. The honourable member for Bennelong is probably one of the more intelligent people on the other side; he certainly has ideas which he gets out and promotes. I think a lot of his ideas are wrong, but he does promote his ideas. The honourable member for Bennelong has now reached the stage where, as the Leader of the House (Mr Beazley) said, he has this terrible obsession with the Prime Minister. That is unfortunate, because I think it diminishes the honourable member for Bennelong, and it also diminishes a lot of people on the other side who have the same view. It was interesting to hear what the honourable member for Bennelong had to say, because the basis of this MPI is supposed to be that the Prime Minister will not be here every day for question time, but most of his arguments were about how terrible it is when the Prime Minister is here. The honourable member for Bennelong said, `It's awful. He comes in here and he does this and he does that, and he says this and he says that, and he is here every day to torment us, and he never gives us a fair go'. And on he went. The proposal is that we do give the opposition a fair go. Members on this side—and I think some of those opposite—are starting to believe that the opposition members are terrible masochists because they come in here each day and feed a line to the Prime Minister, who then gives them a little reminder of what it was like when they were all going to boarding school. I suppose some of them went to boarding schools where they were beaten every day—and liked being beaten every day—so each day the Prime Minister reminds them of that. The honourable member for Bennelong said, `It's terrible that he does that, but it is also terrible that he is not going to be here every day to do it'. The honourable member for Bennelong cannot have it both ways. We heard the honourable member for Bennelong talking about arrogance. He said that the Prime Minister is terrible in that respect. I recall, as he might, when he sat on this side in a very prominent position—in the front row, behind the then Prime Minister, Malcolm Fraser—and we used to try to ask Malcolm Fraser questions. The right honourable member for New England was there too. He was one of the people who would say to Malcolm every day, `Don't answer the question'. When the then Leader of the Opposition would ask the then Prime Minister a question, the right honourable member for New England would have poor old silly Tom McVeigh answer it because Malcolm did not want to answer questions. So, if opposition members want to talk about how terrible it is that the Prime Minister comes in here and answers their questions, they ought to remember that they had a Prime Minister who was not even willing to answer questions from honourable members in this House. He used to sit there arrogantly with his back to the Speaker of the day, Billy Snedden, whom he hated and would not even look in the eye; he would look the other way and not even bother answering the questions. Who was putting him up to that? The right honourable member for New England, who wants to forget all about these things and talk about the good old days. The good old days that he wants to talk about are some reminiscences with the nasty little things that he did blotted out. He can get away with this with a lot of people, but the trouble is that a lot of these things are in the records. He should look at them before he starts writing these rosy little glowing stories about what it was like when he was a decent person. It is pretty hard for many of us to remember when he ever was, and he will not go out of this place with our thinking that he is. The person who was behind him, doing this as well, was the honourable member for Bennelong. We never heard the honourable member for Bennelong say, `Malcolm, you'd better get up and answer those questions. This is terrible, Malcolm; you're sitting there with your back to Billy'. The honourable member for Bennelong sat in the front row and said, `This is terrific. Just bat those Labor blokes off real quick'. But it is awful when it happens to him, and that is what makes him so bitter and so unhappy. The trouble with both the honourable member for Bennelong and the right honourable member for New England is that they have the most flexible arguments that anyone could ever be asked to put up with. I wonder sometimes whether they even believe them themselves. The right honourable member for New England told us how terrible it was about the Minister for the Environment, Sport and Territories (Mrs Kelly). She is under attack and those opposite want her to go to a committee. She will not go—how shocking and terrible! It is pretty shocking and terrible when people will not go to a committee. Of course, when the right honourable member for New England was under attack, he would not go to a committee meeting; he would not go near the Senate committee that was looking into the Asia dairy scandal—not in a fit was he going to go near there! When the honourable member for Bennelong was Treasurer and a minister in the government, I did not hear him stand up and say, `Ian, you should go to that meeting. You had better go over there and be accountable'. Of course not. Those opposite had no intention of playing that game then, but now they have the hide to stand up here and say, `It won't be do as we did; it will be do as we say'. Flexibility of mind? Hypocrisy is probably more like it.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[4]/talk.start[1]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","165","0","Mr Cadman","SD4","N/A","N/A","N/A","N/A","—You could question them every day in the parliament, though.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[4]/interject/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","166","0","Mr LEO McLEAY","4I4","(Watson)","ALP","N/A","634","—Look, the honourable member for Mitchell has got up from underneath the car dashboard again—yakety-yak is here! These proposals will enable this chamber to go back to the way it probably should have worked in the rosy old days that the right honourable member for New England cannot remember. For the last 10 years or so, question time in this chamber has not been a place where people come in, ask considered questions and get reasonable answers. The questions are not considered and the answers are too long. There is no doubt about that. The questions are all out of order. We hear statements—there are no questions involved in them. The ones that opposition members ask are not questions; they are statements of fact.  The new proposal will start to get question time back to the way it should be. If question time is about accountability, maybe some of the backbenchers should be able to have a go. In 1992, 70 per cent of the questions asked by the opposition were asked by three opposition office holders—the Leader of the Opposition, the Deputy Leader of the Opposition and the Leader of the National Party. Most of the opposition backbenchers never got to ask a question. In fact, I think one of the opposition frontbenchers never bothered asking a question. Whom were this opposition asking the questions of? Seventy per cent of the questions were to the Treasurer, the Minister for Finance or the Prime Minister. What about the rest of the ministers? They would come in here every day—day in, day out—and not receive a question. In fact, in 1992 the Minister representing the Minister for Defence was asked no questions, and last year he was asked one question. In 1992 the Minister representing the Minister for Foreign Affairs and Trade was asked no questions, and last year he was asked one question. This shows how much the opposition cares about scrutinising ministers. Most of the junior ministers never received any questions. The rostering proposal will ensure that they do. Having a minimum of 14 questions will ensure that more questions are asked, and an extra day of question time will ensure that the opposition has more opportunities. If the truth were known, we would probably find that the reason opposition members think this is a bad idea is that they are so damned bone lazy and it will mean another day when they have to think up more puerile questions. The problem for them is that it will be another day when they will have to read the morning newspapers to try to think up what to ask at question time. The opposition would be far better off if it were to put a bit of effort into trying to make the system work properly rather than getting off on its terrible little hate about the Prime Minister and the fact that he is there and the honourable member for Bennelong and the right honourable member for New England are not. This system can work and it can work well. I believe it will be better than the current system. Mr DEPUTY SPEAKER (Mr Jenkins) —Order! The discussion is now concluded.","N/A","MATTERS OF PUBLIC IMPORTANCE","/html/body/hansard/chamber.xscript/debate[7]/debate.sub1/speech[4]/talk.start[2]/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","167","0","N/A","N/A","N/A","N/A","N/A","N/A","Mr DEPUTY SPEAKER (Mr Jenkins) —Mr Speaker has received a message from the Senate transmitting to the House the following resolution:","N/A","COMMITTEES","/html/body/hansard/chamber.xscript/debate[8]/debate.sub1[1]/debate.sub2/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","168","0","N/A","N/A","N/A","N/A","N/A","N/A","That the time for the presentation of the report of the Joint Standing Committee on Migration on detention practices be extended to 2 March 1994.","N/A","COMMITTEES","/html/body/hansard/chamber.xscript/debate[8]/debate.sub1[1]/debate.sub2/proctext/para[2]","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","169","0","Mr DEPUTY SPEAKER","10000","N/A","N/A","N/A","N/A","—Mr Speaker has received advice from the government whip that Mr Elliott has resigned from the Standing Committee on Banking, Finance and Public Administration and the Standing Committee on Procedure, Ms Crawford has resigned from the Standing Committee on Legal and Constitutional Affairs and Mr Cleeland has resigned from the Joint Committee on Corporations and Securities.  Mr Speaker has also received advice from the government whip that he has nominated Mr Duffy to be a member of the Joint Committee on Foreign Affairs, Defence and Trade, Mr Latham and Mr Fitzgibbon to be members of the Standing Committee on Banking, Finance and Public Administration, Mr Latham and Mr Staples to be members of the Standing Committee on Legal and Constitutional Affairs, Mr Les Scott to be a member of the Standing Committee on Procedure and Mr Stephen Smith to be a member of the Joint Committee on Corporations and Securities.","N/A","COMMITTEES","/html/body/hansard/chamber.xscript/debate[8]/debate.sub1[2]/proctext/interject/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","170","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Mr Sciacca )—by leave—agreed to:","N/A","COMMITTEES","/html/body/hansard/chamber.xscript/debate[8]/debate.sub1[3]/debate.sub2/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","171","0","Mr DEPUTY SPEAKER","10000","N/A","N/A","N/A","N/A","That Mr McLeay be discharged from attendance on the Joint Committee of Public Accounts, and that, in his place, Mrs Easson be appointed a member of the committee.","N/A","COMMITTEES","/html/body/hansard/chamber.xscript/debate[8]/debate.sub1[3]/debate.sub2/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","172","0","N/A","N/A","N/A","N/A","N/A","N/A","Bill presented by Mr Lindsay , and read a first time.","N/A","EXCISE TARIFF AMENDMENT BILL 1994","/html/body/hansard/chamber.xscript/debate[9]/debate.sub1[1]/proctext/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","173","0","Mr LINDSAY","OG4","(Herbert-","ALP","Parliamentary Secretary to the Minister for Industry, Technology and Regional Development)","637","—I move:","N/A","EXCISE TARIFF AMENDMENT BILL 1994","/html/body/hansard/chamber.xscript/debate[9]/debate.sub1[2]/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","174","0","N/A","N/A","N/A","N/A","N/A","N/A","That the bill be now read a second time.","N/A","EXCISE TARIFF AMENDMENT BILL 1994","/html/body/hansard/chamber.xscript/debate[9]/debate.sub1[2]/speech/para[1]","N/A","N/A","N/A"
