"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble Petition of citizens of the Commonwealth submits:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","That offshore oil exploration within the Great Barrier Reef region constitutes a serious threat to the richest and most varied living system on earth.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your Petitioners request that your honourable House will:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","1. Prohibit oil exploration within the Great Barrier Reef region,","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","2. Declare the entire Great Barrier Reef region a marine park under the Federal Governments Great Barrier Reef Marine Park Act 1975,","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[5]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","3. Provide the Great Barrier Reef Marine Park Authority with the staff and resources for effective management of the region.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[6]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your petitioners, as in duty bound, will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[15]/para[7]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable Speaker and members of the House of Representatives in Parliament assembled.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","The humble petition of the undersigned showeth that your petitioners are gravely concerned at the prospect of the proposed Plant Breeders Rights legislation. The reasons are as follows:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(1) We believe it will eventually lead to the restriction of sales of many varieties of seed;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(2) We believe it will cause the disappearance of many useful plant varieties as evidenced by similar legislation in Europe;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(3) We believe that it will cause the Australian seed industry to become foreign controlled;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[5]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(4) We believe that a full public debate has not taken place and should take place before any laws are passed on the patenting of a life form.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[6]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your petitioners, therefore, humbly request that Parliament take positive action as soon as possible to arrest the implementation of such legislation.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[7]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your petitioners as in duty bound will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[16]/para[8]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker and members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Recognising:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","that the question of basic human rights in South Korea has been a matter of concern for many years;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","that, since the assassination of the late President Park Chung Hi and the accession to power of General Chun Du Hwan the situation, already serious, has deteriorated;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","that there have been massive arrests of dissidents of all political persuasions;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[5]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","that reports of generalised and severe torture in prisons seem to be wellfounded;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[6]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","that the principal opposition leader, Mr Kim Dae Jung, has been sentenced to deaty by hanging.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[7]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","call upon the Australian Government to use its good offices in Seoul and Washington to:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[8]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","secure the release of Mr Kim Dae Jung and other political prisoners;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[9]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","deplore the use of torture;","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[10]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","hasten the restoration of democracy.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[11]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your petitioners, as in duty bound, will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[17]/para[12]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker and members of the House of Representatives in Parliament assembled. The humble petition of certain citizens of Western Australia respectfully showeth:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[18]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","That we protest most strongly against the present two airline domestic policy of the Commonwealth Government.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[18]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","That this policy has resulted in expensive airfares and poor service and discourages tourists from the eastern States visiting Western Australia and vice versa.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[18]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your petitioners therefore humbly pray that the Government will look favourably on our petition and formulate an airline policy providing for greater competition so that prices and service are determined by free market forces.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[18]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your petitioners, as in duty bound, will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[18]/para[5]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The Honourable Petition of the Undersigned employees at Government Aircraft Factory, Avalon Airfield Respectfully Showeth:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[19]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Strong opposition to the building of an intractable waste disposal unit in the Geelong District and in particular the Avalon Airfield Area, because the proposed buffer zone includes a working community of 500 employees within 5/8 Kilometre of the hangar work areas. Also the failure of the E.P.A. to consult with the employees representatives and the possible failure to debate the feasibility of such a unit within the Parliaments both State and Federal.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[19]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your Petitioners humbly pray that you will intercede on our behalf and prevent any damage to life or limbmental or physical.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[19]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your petitioners as in duty bound will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[19]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble Petition of undersigned homeless citizens of Townsville respectfully showeth","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[20]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","That there is an urgent need for a Night Shelter in Townsville. A Night Shelter will be a positive alternative to sleeping without shelter at night during the approaching wet season and will improve our chances of better health.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[20]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your petitioners therefore humbly pray that funds recently requested from the Federal Departments of Social Security and Aboriginal Affairs for the establishment of a Night Shelter will be granted.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[20]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your Petitioners, as in duty bound, will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[20]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker of the House of Representatives in Parliament assembled. The humble Petition of he undersigned electors of the Division of Macquarie respectfully showeth","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[21]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","That we consider the lack of service provided by Telecom Australia in Sydneys 047 telephone zone is not only inconvenient but is affecting families, business concerns and employment in the area.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[21]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your Petitioners therefore humbly pray that the Government direct Telecom Australia to provide an adequate service to subscribers and users in the 047 telephone zone.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[21]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your Petitioners as in duty bound will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[21]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","To the honourable the Speaker and members of the House of Representatives in Parliament assembled.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[1]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","We the undersigned members of the Order of the White Cross International, a humanitarian knighthood for the Defence and Protection of Life and residents of the Commonwealth of Australia by this our humble petition respectfully showeth:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[2]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","That we the undersigned petitioners are deeply concerned with certain developments in GeneManipulation, the financial exploitation of new lifeform varieties by private companies and the attempts of companies to gain patentrights over such lifeforms through Parliaments and Courts and that our concern must be also the concern of the people of Australia, indeed the entire population of the World at large including all forms of life since:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[3]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(1.) The succession of consequences in commercial ventures must lead to a complete range of Hybrid crops under patent or copyrights, eventually forcing all now known plantforms out of existence with the help of Government Legislation. We believe that plants constitute the most important part in the maintenance of life and being the substance of the Worlds Ecosystems with its own natural laws for survival of the species and the Balance of Nature, and Creation has equipped its lifeform with means of selfdefence for survival in the course of evolution, a fair chance to defend the Godgiven right to exist. With mans introduction of chemical substances, capable of eradicating plants, such a fair chance does not exist any more and the human society is already now experiencing the collapse of entire Ecosystems on land, in the air and in the sea.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[4]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(2.) Any Plant Patent Legislation will give private ownership over new varieties power to control the degree of exploitation of the public, a dooropener for commercial enterprises to take total control over all plant and animal life, leaving mankind at the mercy of selfish bodies who have little respect for the freedom and harmony of man and life, but thrive for optimal profit and power due to the nature of industrial enterprises.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[5]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(3.) First accomplishments in Genemanipulation and Plant Variety Registrations indicate already now that future control over life resources will be in the hands of mainly Chemical Corporations, reaping maximum profits from seedsales and also from increased sale of chemicals for the protection of these hybrids, which are generally vulnerable to insect and virusattacks, thus creating further increase of the already dangerous level of chemical pollution.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[6]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Your petitioners therefore humbly pray that:","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[7]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(a) The Government will reject any move to allow private Patentownership of any lifeform.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[8]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","(b) No Legislation will pass which permits the eradication of socalled inferior plants or undesirable plants of any kind, with the exception of weedcontrol by mechanical means in agriculture, since each species fulfils a certain function in the Web of Life, not necessarily exploitable by man, but still vital part in the Community of Life.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[9]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And your petitioners as in duty bound will ever pray.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[22]/para[10]","N/A","N/A"
"0","0","0","0","1","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Petitions received.","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/para","N/A","N/A"
"0","0","0","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Mr Humphreys having addressed a question to the Minister for Transport","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/para[2]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! As I understand it, the question is based upon a purported private meeting. It is not a matter for which the honourable gentleman is responsible to the Parliament. It is a party matter.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Mr HaydenI raise a point of order. Mr Speaker, I draw your attention to chapter XI of the Standing Orders which, as you would recall, specifically deals with questions seeking information. Standing Order No. 142 states:","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[1]/para[1]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Questions may be put to a Minister relating to public affairs with which he is officially connected, to proceedings pending in the House, or to any matter of administration for which he is responsible.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[1]/para[2]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","I suggest that on at least two of those scores the Minister is responsible and should answer the question. Clearly, the question relates to public affairs with which the Minister is officially connected. The Minister ought to be given the opportunity to clear up the question which has been put to him. The Standing Order states that a question may be put to a Minister on any matter of administration for which he is responsible. The Minister is responsible for the administration of matters related to the Holcroft inquiry, or he was responsible for itit is now completed. For him allegedly to report as was authoritatively stated in one of the more responsible newspapers this morning and in terms outlined in the question, draws the issue straight into the public arena for discussion as a matter of his administrative responsibility. On both scores the Minister has a responsibility to respond.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[1]/para[3]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—I adhere to my ruling that the question is out of order. I am very anxious that there not be in the Parliament the necessity for any member to answer for what happens in private consultation within his party. Secondly, the question could be in order only if the questioner were able to vouch for the accuracy of the statement. Quite clearly, on the basis on which the honourable member has put the question, he cannot vouch for its accuracy. The question is out of order. If he wishes to pursue the matter he will have to reframe his question.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[2]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Mr HaydenI raise a further point of order. Mr Speaker, I put it to you that that is a somewhat free interpretation of the Standing Orders. The fact is that the questioner does not have to vouch for the accuracy of the statement. He has asked whether the statement is accurate. That is the first point. The second point I make is that the question goes to the heart of public affairs to which the Minister is officially connected and the administration of matters for which he is responsible. Mr Speaker, you know from questioning in the Parliament yesterday that the Holcroft committee of inquiry raises certain matters. The committee made searing complaintsin fact an indictmentagainst the Government. The Minister so far has sought to evade any proper answerability in the House on these issues. A censure motion has been moved against him. One would have thought that the proper course of conduct yesterday would have been to have dealt with the matter then. Certainly it should be dealt with now.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[2]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! The honourable member is now going beyond a point of order.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[3]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Mr HaydenThese points are relevant. I suggest that your ruling is completely wrong.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[3]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—I adhere to the ruling. I call the honourable member for Braddon.","N/A","DISALLOWED QUESTION","/html/body/hansard/chamber.xscript/debate[4]/proctext/interject[4]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","Mr GROOM","QK5","BRADDON","LP","N/A","414","—Is the Minister for Communi cations aware that Australia Post is engaged in the business of transporting large items of freight, such as major machinery parts, electrical equipment, tyres, et cetera, in direct competition with long established private operators? Has he seen Australia Post advertising material offering this extended service? Is this a proper function of the Australian Postal Commission? If not, will the Minister give the Commission a direction under section 8 of the Postal Services Act requiring it to stop competing in areas traditionally and properly performed by private enterprise?","AUSTRALIA POST: TRANSPORT OF FREIGHT","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[1]/question/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr Innes","LF7","N/A","N/A","N/A","N/A","—What are you going to do about stopping them from breaking the law?","AUSTRALIA POST: TRANSPORT OF FREIGHT","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[1]/question/interject[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—The honourable member for Melbourne will remain silent.","AUSTRALIA POST: TRANSPORT OF FREIGHT","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[1]/question/interject[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","Mr SINCLAIR","5E4","NEW ENGLAND","NCP","N/A","414","—I can understand the ebullience of Opposition members after dinner. It is important that we understand that the concern of honourable members on this side of the House is very real. We worry about the opportunities of small businessmen, carriers and others who are operating in the field to which the honourable members question is directed. I assure the honourable gentleman that I have been advised that about 99 per cent of the articles carried by Australia Post Courier service, which provides Australias express postal service, are below 20 kilograms in weight. In other words it operates directly in a field which is part of what has traditionally been accepted as the responsibility of Australia Post.","AUSTRALIA POST: TRANSPORT OF FREIGHT","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[1]/answer/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","I understand, however, that between Burnie and Hobart in Tasmania there is a service which carries a slightly higher number of heavier articles. I will look into the matter. I assure the honourable gentleman that the idea of the Australia Post Courier service is to try to ensure that a facility is available to the Australian public to provide a faster mail service than would otherwise be possible. In other areas it is certainly not intended to deprive those in the private enterprise sector who would normally carry articles of the opportunity of doing so. I commend the honourable gentleman for his interest and concern.","AUSTRALIA POST: TRANSPORT OF FREIGHT","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[1]/answer/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","Mr HAYDEN","RK4","OXLEY","ALP","N/A","414","—Has the Minister for Transport specifically noted a letter to him from the Holcroft Independent Public Inquiry into Domestic Air Fares dated 1 December 1980 which stated:","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/question/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","It is true that for administrative and budgetary convenience in the financing of the inquiry, a nominal finishing date of January 1981 was indicated . . . Until now no firmness has been attached to a completion date of 31 January 1981 by the Government . . . When we met you on 3 June to discuss the terms of the inquiry . . . it was made abundantly clear by you to us that no time limit was stipulated. More recently you indicated in reply to questions in the House a completion date for the inquiry about mid1981.","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/question/para[1]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Can the Minister state whether, in repudiating the three eminent public figures who comprised the Holcroft inquiry by claiming that they always knew and accepted that their report was to be completed by 1 January this year, he is accusing them of untruthfulness, incompetence or both or whether he has embarked on an elaborate coverup of a clumsy and cynical Cabinet decision? In any case, when will the shabby treatment of these three eminent public citizens cease?","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/question/para[2]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr Armitage","Q07","N/A","N/A","N/A","N/A","—Now, tell the truth, Ralph. Tell the truth.","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/question/interject[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! The honourable member for Chifley will cease that type of interjection.","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/question/interject[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","Mr HUNT","GH4","GWYDIR","NCP","N/A","414","—The Holcroft Public Inquiry into Domestic Air Fares was appointed on 20 May 1980. The inquirys purpose was to review domestic air fares and, in particular, to look at the ways in which fares are set on individual routes in the national network by use of an air fare formula. The inquiry was never intended to be a full scale review of the regulation of domestic civil aviation. It was initially expected that the inquiry could complete its examination by the end of January 1981 and the committee of inquiry felt that that was a possible date.","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/answer/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","As time went on, the committee felt that it would have difficulty in meeting that deadline. In a meeting on 13 November this was made clear to me. In a letter dated 14 November, Mr Holcroft formally advised that the inquiry was unlikely to complete its task by the original date indicated, that is, January 1981. He sought advice as to whether a later completion date was acceptable to the Government. Because of the Governments desire to receive the inquirys report before legislation to approve the new airlines agreement was introduced into the Parliament in this session, I conveyed to the inquiry by letter of 27 November the Governments wish that the inquiry report at the end of January.","INQUIRY INTO DOMESTIC AIR FARES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[2]/answer/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","Mr CARLTON","DF4","MACKELLAR","LP","N/A","415","—Has the Prime Minister noted remarks attributed to the Soviet Ambassador to Australia, Dr Soudarikov, calling for the restoration of normal relations between Australia and the Soviet Union? If so, will he please inform the House of the Governments response?","AUSTRALIASOVIET UNION RELATIONS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","Mr MALCOLM FRASER","QS4","WANNON","LP","N/A","415","—I have seen some Press reports of the Ambassadors remarks and I think it ought to be emphasised that a return to normalcy","AUSTRALIASOVIET UNION RELATIONS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[3]/answer/talk.start[1]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","Mr Charles Jones","FG7","N/A","N/A","N/A","N/A","—Mr Speaker, I take a point of order. Can the right honourable gentleman vouch for the authenticity of the Press reports?","AUSTRALIASOVIET UNION RELATIONS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn[1]/question.block[3]/answer/interject[1]/talk.start/para","N/A","N/A"
