index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time,Speaker_1,Time_1
70,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9593,"- It is now. We have dealt with all the duties, and we are dealing now with exemptions. It is not possible now to (jay that the duty upon an article shall be 10 or 12 or 15 per cent.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[7]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
71,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9593,"- That seems to me to put us in a rather awkward position.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[7]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
72,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9593,"- Honorable members have already had an opportunity of proposing various duties upon these articles. We have dealt with the proposals for duties, and are now dealing with exemptions only.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[7]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
73,0,0,0,1,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9593,"- I can draw a very clear distinction between this proposal by the honorable member for Echuca with respect to a definite article and a general proposal covering  tools of trade. It seems to me a pity that there was not an opportunity of dealing more minutely with some articles which come under the general denomination of tools of trade. I shall never be found to .vote for the imposition of a 20 per cent, ad valorem duty upon anything, and while I might be willing to agree to an ordinary revenue duty, which would be much better for the Treasury, and perfectly sufficient for articles of this kind, I am unfortunately bound under the circumstances to vote to place them upon the free list.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[7]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
74,0,0,0,1,0,0,0,1,"BAMFORD, Frederick","JNV","Herbert","N/A","N/A",9593,"- In the amendments of which notice has been given, proposed exemptions are mixed up in a most incongruous way. In the case before us, we have hollowware and gridirons dealt with in the one amendment. The mover of the amendment also proposes to place digesters upon the free list. In the ordinary acceptance of the term, a digester is simply a large pot, made of boiler plate, used in connexion with boiling-down works, and holding the carcasses of from eight to twelve bullocks. It is heated by steampipes, and has a pipe to draw off the contents. I see no reason why such a thing should be placed upon the free list.Amendment negatived.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[8]/talk.start/para","N/A","N/A","N/A","N/A"
75,0,0,0,1,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9593,"- With regard to the tanners and curriers tools of trade, for the exemption of which the honorable member for Parramatta has given notice of motion, I should like to point out that, fleshing knives, working or scudding knives, curriers shaving knives and blades, curriers steels, curriers steel whitening sleekers, curriers steel setting sleekers, and moon knives, are already upon the free list. Tanners and curriers rub and clearing stones are not manufactures of metals, and therefore cannot properly be dealt with at the present time. Rounding knives are free, while lignum vitae beam-faces or beam-boards are not manufactures of metals. Tanners bark forks are free, while tanners scouring stones and tanners scudding stones are not manufactures of metals. With regard to the remaining items- bark disintegrators and mills - they are made here, and therefore we propose to keep them dutiable. With regard to the honorable members proposals in reference to leather-working machines and machine tools, I am informed that a man named Pullan, of Fitzroy, makes all these machines, and therefore we cannot agree to allow them, to be free.Mr. JOSEPHCOOK (Parramatta).My principal object is to induce the committee to place leather-working machines and machine tools upon the free list. The Treasurer tells us that there is one man here who makes all these machines ; but my information is that a number of them - such as fleshing, shaving, scouring, whitening, and blacking machines - are not made here. With the permission of the committeeI intend to add to my proposed list of exemptions measuring machines and parts, which I believe are made here, and staking machines and parts and squeezing machines and parts, which are patented machines; and are not made here. If there is any industry in Australia to which facilities should be granted for importing machinery at the lowest price, it is the tanning and leather-curing industry. That is a native industry in the truest sense of the word, since the beasts from which the hides are procured are bred here. The cost of buying machines is a very considerable item in the manufacture of leather, and any one who knows anything about the condition of the trade knows that during the last six or seven years those engaged in it have had to struggle very hard, to get along at all, the manufacturers having to be content in many cases with a small margin of profit, and in some cases with no profit at all. There was a duty upon leather under the Victorian Tariff, but it was not of much assistance to the local manufacturers.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[8]/continue/talk.start/para","N/A","N/A","N/A","N/A"
76,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9594,"- They were very anxious to retain it, and so were those in New South Wales as well.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[8]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
77,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","Parramatta","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9594,"- Not many of the New South Wales manufacturers wanted it. Although there was a duty of 6d. per lb. upon leather in Victoria, more leather was imported into this State than was imported into New South Wales, where leather was free.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/talk.start/para","N/A","N/A","N/A","N/A"
78,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9594,"- Because we make more boots than they make in New South Wales.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
79,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9594,"- That is not so. I believe we make very many more pairs of boots during the year than are made in Victoria.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
80,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9594,"- New South Wales imports more boots than Victoria imports.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
81,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9594,"- That is so, and perhaps the right honorable gentleman can explain the anomaly. Two-thirds of the leather manufactured in Australia is exported to be sold in foreign markets. In 1900, Victoria sent away £330,000 worth of leather, and New South Wales £423,000 worth.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
82,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9594,"- The question of leather is not before the committee.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
83,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9594,"- I am trying to show why leather-working machines and machine tools should be admitted free, andI do not know how I can argue the matter unless I am allowed to refer to the conditions of the leather trade.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
84,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9594,"- The honorable member will be permitted to refer to it, but not to debate the matter.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
85,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9594,"- I am not debating the matter.- The leather industry, like the dairying industry, is a free-trade industry. By that I mean that the prices obtained for its productions are ruled by the prices obtainable in foreign markets, inasmuch as the greater part of the finished product has to be exported. That being so, it is of the utmost consequence to those engaged in the industry that their machines and machine tools should be procurable at the lowest prices. I am informed that to equip an up-to-date first-class tannery requires an expenditure of nearly £4,000 upon machines and tools of trade. I therefore ask the committee to assist this industry, and to help it to compete under the best conditions with the productions of other parts of the world. There is only one man, I believe, who makes these machines. Mr. Pullan, who was named by the Treasurer, and he is in Victoria. The natural consequence is that people who use his machines over here have to pay more for them than is paid in other parts of the Commonwealth where the machines are not made. The machines are of a very expensive character. Some of them cost, I am told, £400 or £500 each, and others £200. Leather-making is not a gigantic industry like steel-making. It seems to be more of a domestic industry as regards its size, volume, and capacity ; therefore, the price of these machines is high relatively to the state of the industry. Under these circumstances I hope that honorable members will consent to place the machines on the free list. I move -That the following exemptions be added : -  Bark Disintegrators and Mills. Machines and Machine Tools used in the manufacture of Leather including: - Hide Unhairing, Fleshing and Scudding Machines and parts, Sole Leather Boiling Machines and parts, Scouring and Setting out Machines and parts. Splitting Machines and parts, Glassing, Graining, and Glazing Machines and parts, Brushing and Blacking Machines and parts, Shaving Machines and parts, Whitening Machines and parts, Measuring Machines and parts, Staking Machines and parts, Squeezing Machines and parts.Sir WILLIAMMCMILLAN (Wentworth). - I hope that the committee will give attention to the remarks of the honorable member for Parramatta. This is a big industry to which he referred. It is one which enters very largely into the export trade of Australia, and which cannot be practically protected by means of duties, because the material is, no doubt, procured in this country very largely. We do have imports no doubt, but still leather is essentially one of our staple exports, and it is a great and growing business. If the industry cannot be protected at all, surely it stands to reason that anything which enters so largely into the manufacture of the article as do tools of trade, whatever may be said about Other machinery, ought to be as free as possible. Let me state the principle which I think we ought to adopt in dealing with industries of this kind. Here is an established industry ; the Government do not protect it as they can other industries,  therefore they ought to lighten the burden as much as possible. Considering the whole situation, I think it would be very unfair and inequitable from the broadest possible point of view to put any tax on those people who do not get the benefit of the general system of protection. I trust that the amendment will be carried. It seems to me that it stands on all four with those which we have passed. We ought to be consistent in this matter, and certainly we ought to see that fair play is given to an industry which has no protection under the system proposed.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[9]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
86,0,0,0,1,0,0,0,1,"COOK, James","K4I","Bourke","PROT","N/A",9595,"- It would be better if we were not so prone to discuss mere generalities, and to come down to what is under discussion. I listened with very great attention to the last two speakers, but neither of them devoted his attention to the machines which they desire to have put on the free list. Only one statement indeed can be canvassed, and that was the statement made by the honorable member for Parramatta., that quite a number of the machines which he has named are not made in the Commonwealth. In Victoria there are several manufacturers. One firm makes every machine named in the amendment.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/talk.start/para","N/A","N/A","N/A","N/A"
87,0,0,1,0,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9595,"- Is that the firm named by the Treasurer t","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
88,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9595,"- Tes.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
89,0,0,1,0,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9595,"- The tanners say not.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
90,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9595,"- I shall come to what the tanners say in a moment. Every machine the honorable member has named in his amendment is made by that firm, but there are some other firms in this State who make some one or more of the machines he has named. In South Australia there are two firms who devote all their attention to the making of these kinds of machines. I am not so well posted as to what other firms do, but I suppose there are firms in that State, as there are in Victoria, who also devote some attention to the making of these kinds of machines. I am not able to learn that they are made in any of the other States.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
91,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9595,"- New South Wales appears to be making some of them, according to our information.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
92,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9595,"- I understand, from an authority I can rely upon, that in New South Wales there is a man who is able to repair a machine that has got out of order, but who has not yet succeeded in making a fully-equipped machine. I hold in my hand an advertisement of the firm that the Treasurer has named. Any honorable member may look at the sheet if he pleases. It is covered with lithograph pictures of every kind of machine which the honorable member for Parramatta has named, and it gives some interesting information as to what is taking place in other States. So far from the tanners not making use of locally-made machines, there is a list given here of some 22 firms in New South Wales who have bought machines from this firm, and who evidently find that they have given satisfaction. I also find that there are quite a number of men in Tasmania, Victoria, and some of the other States, who have bought these particular machines, and their names and addresses are given:","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
93,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9595,"- Is there only one man in Australia who makes these machines 1","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
94,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9595,"- As I said, in Australia, there are at least three firms who devote the whole of their resources to the making of these machines.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
95,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9595,"- Can the honorable member tell us how many hands are employed ?","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
96,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9595,"- I have repeatedly said that it does not matter to me how many hands are employed in any factory. I ask myself only one question, and that is, does the consumer benefit by the manufacturer having a say in the manufacture of any given articles 1 The consumer has benefited by there being manufacturers of these machines within the Commonwealth. I shall give a case in point. There is a machine which is in use in every tanners and curriers establishment in Australia, it is called a  union splitter. The price of a  union splitter  in Victoria prior to the machines being made here was £154, whereas to-day it can be bought for £100.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
97,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9596,"- What does the honorable member want the protection foi, then 1","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[6]/talk.start/para","N/A","N/A","N/A","N/A"
98,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- Because it enables the manufacturer to still keep up a competition with the importer - to the consumers benefit.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
99,0,0,1,0,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9596,"- Can the honorable member state the price of the band knife splitting machine 1","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[7]/talk.start/para","N/A","N/A","N/A","N/A"
100,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- I am not in a position to furnish the prices of all the machines. I have given the price of one machine, and that is typical of all. If the honorable member chooses to take any of the machines he has named and compare the price now with the price that obtained prior to their manufacture in the Commonwealth, he will find that as the result of the manufacturers competition the prices have come down.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[7]/talk.start/para","N/A","N/A","N/A","N/A"
101,0,0,1,0,0,0,0,1,"CONROY, Alfred","K4E","N/A","N/A","N/A",9596,"- The prices are lowered to the manufacturer.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[8]/talk.start/para","N/A","N/A","N/A","N/A"
102,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- Some interjections are pertinent, some are impertinent, and some are silly, and the interjection of the honorable and learned member belongs to the last category.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[8]/talk.start/para","N/A","N/A","N/A","N/A"
103,0,0,1,0,0,0,0,1,"CONROY, Alfred","K4E","N/A","N/A","N/A",9596,"- At all events they are not made to promote any personal interest. I do not go over and drink champagne in the White Hart afterwards.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[9]/talk.start/para","N/A","N/A","N/A","N/A"
104,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- The honorable and learned member has the right to follow me if he pleases j but he has no right to interrupt me.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[9]/talk.start/para","N/A","N/A","N/A","N/A"
105,0,0,1,0,0,0,0,1,"CHAPMAN, Austin","JX7","N/A","N/A","N/A",9596,"- The honorable and learned member for Werriwa ought to stop his talk about that champagne. He ought to give the names and make a specific charge.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[10]/talk.start/para","N/A","N/A","N/A","N/A"
106,0,0,1,0,0,0,0,1,"CONROY, Alfred","K4E","N/A","N/A","N/A",9596,"- I shall make a specific charge. I do not accuse the honorable member of joining in it.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[11]/talk.start/para","N/A","N/A","N/A","N/A"
107,0,0,1,0,0,0,0,1,"CHAPMAN, Austin","JX7","N/A","N/A","N/A",9596,"- The honorable and learned member accuses everybody on this side.The ACTING CHAIRMAN (Mr. Kirwan). - I must ask honorable members to desist from these interruptions.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[12]/talk.start/para","N/A","N/A","N/A","N/A"
108,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- I have no desire to break into such a very interesting discussion, except that it interferes with my arguments. I believe the honorable member for Parramatta has chosen his list of machines from a list in the Australian Leather Journal. That newspaper asserted that these machines were not made in the Commonwealth, but the proprietors were foolish enough to state that a particular firm was not making and could not make them. It had to retract everything it had said, and pay the firm £200 damages and the whole of the costs in connexion with the action at law. It was proved in a court of law here that they were made in Victoria. I may add that that journal is particularly active in asking that these particular machines should be put on the free list.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[10]/talk.start/para","N/A","N/A","N/A","N/A"
109,0,0,1,0,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9596,"- Why should it, if the local machines are cheaper ?","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[13]/talk.start/para","N/A","N/A","N/A","N/A"
110,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- Some of the proprietors of that journal are interested importers of the machines, and therefore they desire the duty to be removed in order that they may crush the manufacturers, I suppose, and get the same old prices that they used to get. To prevent any such contingency, I am interested in maintaining competition between the importer and the manufacturer in order that the consumer may benefit. If the honorable member for Parramatta can prove that the consumer does not benefit, I will vote with him to remove the duty. The honorable member for Parramatta will not deny that he took his list from the journal to which I have referred.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[11]/talk.start/para","N/A","N/A","N/A","N/A"
111,0,0,1,0,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9596,"- I do deny it. I have never seen the list in that journal.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/interjection[14]/talk.start/para","N/A","N/A","N/A","N/A"
112,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9596,"- It is singular that the honorable members list and that published in the journal referred to absolutely agree. I may inform the committee that negotiations are now proceeding between the importers in Victoria and American manufacturers of these machines with a view to effecting what is called a  knockout as far as the local manufacturer is concerned, if the duties are reduced. If the manufacturer has to- shut down his works, the importers will have everything their own way, and therefore it would be to the interest of the consumer if the duty were retained. I am not familiar with the names of the principal tanners in other States, but I can say that almost without exception every tanner and currier in Victoria is using the locally-made machines. I have here a copy of a testimonial given by Mr. Carl Wehl of the Stawell Tannery and Fellmongery at Stawell, which is as follows : -","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[10]/continue[12]/talk.start/para","N/A","N/A","N/A","N/A"
113,0,0,1,0,0,0,0,1,"THOMAS, Josiah","K8L","N/A","N/A","N/A",9597,"- If the local machine is so much better the manufacturer should not require any protection.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
114,0,0,0,1,0,0,0,1,"COOK, James","K4I","Bourke","PROT","N/A",9597,"- If the local machine was competing on the same terms as is the imported machine, there would be no need for protection, but the history of manufactures all over the world goes to prove that without protection the local manufacturer has no chance against the importer.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[1]/talk.start/para","N/A","N/A","N/A","N/A"
115,0,0,1,0,0,0,0,1,"THOMAS, Josiah","K8L","N/A","N/A","N/A",9597,"- If what Mr. Wehl says of the imported machine is true, he would not have it as a gift.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[1]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
116,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9597,"- That is true of one machine, but I arn referring to all machines. I am not sure about the last three machines named by the honorable member for Parramatta, which are not in the printed list, and I do not desire to include them in the definite statements which I have made.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[1]/continue/talk.start/para","N/A","N/A","N/A","N/A"
117,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","Parramatta","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- As to those machines, the tanners who use them say that they are not made here.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/talk.start/para","N/A","N/A","N/A","N/A"
118,0,0,1,0,0,0,0,1,"WATSON, John Christian","F4R","N/A","N/A","N/A",9597,"- I suppose neither of the honorable members know much about the subject.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
119,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- I know only what I am told j but I have obtained my information from those who use the machines. The honorable member for Bourke will not say how many men are engaged in making these machines, but I am informed that only twenty men are employed by Messrs. Pullan and Co. Perhaps the honorable member will deny that. -","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
120,0,0,1,0,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9597,"- I do not know.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
121,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9597,"- There are about 60 employed.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
122,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- I am told that only twenty men are employed. It is also stated that there are other makers of these machines in the Commonwealth, and I should like to know what the reports obtained by the Treasurer say upon that point?","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
123,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9597,"- All that the reports say is that the machines are being made in Victoria by Pullan and Co.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
124,0,0,1,0,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9597,"- There is also a firm in South Australia which makes these machines.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
125,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- The South Australian firm only does a little repairing.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
126,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9597,"- Does the honorable member get his information from the man who had to pay the £200 ?","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[6]/talk.start/para","N/A","N/A","N/A","N/A"
127,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- No, my informant is a reliable man from New South Wales, who has been engaged in the industry, and whose character is beyond reproach.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
128,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9597,"- Is he still in the trade ?","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[7]/talk.start/para","N/A","N/A","N/A","N/A"
129,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- No. The honorable member for Bourke attacked the Leather Trade Journal, and when asked why its proprietor should be so much opposed to Pullan and Co., said that it was because he was interested as an importer. We have only the honorable members bare statement for that, and it is difficult to conceive how the proprietor of the journal could act otherwise than in the interests of the trade generally upon which he is dependent for support. It is singular that those who are engaged in the trade should be anxious to revert to the imported machines, when, if the honorable member for Bourke is to be believed, better machines can be made within the Commonwealth. The honorable member has referred to one machine, but I invite his attention to another which is called a bandknife leather splitting machine. This machine is sold by Pullan and Co. in Victoria for £250, whereas they set it up in Sydney for £200.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
130,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9597,"- Then they sell their machines in New South Wales already ?","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[8]/talk.start/para","N/A","N/A","N/A","N/A"
